textID,text,selected_text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
59b4c96328,Is watching 'It takes Two'.... such a classic lol,such a classic,positive,night,31-45,Niger,24206644,1266700.0,19
d2c80ece15,baby alex i miss you  ily<3 good night</3,baby alex i miss you  ily<3 good night</3,positive,night,31-45,Barbados,287375,430.0,668
f6ec0aee02,Applying for part time jobs.  LMAO Hopefully someone needs some help. ~AP~,Hopefully,positive,night,70-100,Portugal,10196709,91590.0,111
910fc24293,"just got back from hangin with the bestie at the pool, soo nice",nice,positive,morning,0-20,Solomon Islands,686884,28000.0,25
a9b2489b10,"last leg of my travels today. totally exhausted, but thank goodness 'Ed' is keeping me company","totally exhausted, but thank goodness 'Ed'",neutral,morning,0-20,United States of America,331002651,9147420.0,36
2e684a055a,  damned hordies,damned,negative,morning,46-60,Mali,20250833,1220190.0,17
6f0c0ff0b3,Finally going home! Its been a long night.. Ready to crash and have awesome dreams,awesome,positive,noon,60-70,Chad,16425864,1259200.0,13
d9a986cfee,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,neutral,night,31-45,Guyana,786552,196850.0,4
06d2f79c2a, Love to see that!,Love,positive,noon,60-70,El Salvador,6486205,20720.0,313
e2d82b16c7, They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,They`re for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative,morning,0-20,Belarus,9449323,202910.0,47
83508cf4db,wellity! i think ima gonna clean my room :| ****. i need to read a good book. sense and sensibility here we come! BEAT THAT LILY  **,sense and sensibility here we come! BE,positive,night,31-45,Zimbabwe,14862924,386850.0,38
ed88ba0589," hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",love,positive,noon,60-70,Guinea-Bissau,1968001,28120.0,70
5a552d5214,"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",sucks,negative,night,70-100,Suriname,586632,156000.0,4
dd94cd3a26, ahhh.. what about the others? like #hoppusday and etc? I`m such a spazz,I`m such a spazz,negative,noon,21-30,Poland,37846611,306000.0,124
0b7292bb4b,I have found the best songd to have stuck in my head are relient k songs...I know every word and can finish them,best,positive,noon,21-30,Iran,83992949,1630000.0,52
3892e11d23,  you may have to email the tech support ppl. that`s odd.,you may have to email the tech support ppl. that`s odd.,negative,morning,46-60,Ireland,4937786,68890.0,72
504539e6ec, why are you sad?,sad?,negative,noon,21-30,Palestine State,5101414,6020.0,847
e1120cc659, Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`  x,Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`,neutral,morning,46-60,Micronesia,115023,700.0,164
8bdd631829," and he`s not even fat!!!! Huh, ? He`s just friggin huge!  I have a freak.","and he`s not even fat!!!! Huh, ? He`s just friggin huge!  I have a freak.",neutral,night,31-45,Zimbabwe,14862924,386850.0,38
ecf151daa5,"Not feeling too good at ALL, about to head to work from 12-5.  Not a bad shift, just not fun when you don`t feel well! Hope it goes FAST","Not feeling too good at ALL,",negative,night,31-45,South Africa,59308690,1213090.0,49
58030178a2," she was wonderful, did not get to meet her though","she was wonderful, did not get to meet her though",neutral,morning,0-20,Kazakhstan,18776707,2699700.0,7
5a6a55d5db,Watching the CAVS!!!!!,Watching the CAVS!!!!!,neutral,noon,60-70,Belgium,11589623,30280.0,383
ccd7b2af66,Missing  from BKK na.,Missing,negative,morning,0-20,Georgia,3989167,69490.0,57
c9d6997a02, wats gooood !! miss yall already,miss yall,negative,night,31-45,Russia,145934462,16376870.0,9
c37182a8e7," I`s sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING <33]","I`s sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING <33]",neutral,night,70-100,Equatorial Guinea,1402985,28050.0,50
f06d3263cb," I have yet to understand any sentence u have ever typed,but it`s kinda fun-like learning a foreign language&I love to quote u.",love,positive,morning,46-60,Liberia,5057681,96320.0,53
c97d5e6367,_WSt the wheater here in Austria should be bad for the whole weekend. Sorry!,bad,negative,noon,21-30,Grenada,112523,340.0,331
54cd88bcea,Baking cakes with my Momma! ),Baking cakes with my Momma! ),neutral,noon,60-70,Saint Kitts and Nevis,53199,260.0,205
23013f9a40,Greg back in the top 10. This is why I love Nascar.,love,positive,noon,21-30,Seychelles,98347,460.0,214
04d08b4ef3,"#3wordsaftersex  Ow, rug burns","#3wordsaftersex  Ow, rug burns",neutral,night,70-100,Slovenia,2078938,20140.0,103
22486bcb98,sure wish the cat would stop hiding,sure wish the cat would stop hiding,neutral,noon,21-30,Libya,6871292,1759540.0,4
d5e35a43d6,Ahh feels good to have played guitar hero after months! I suck at it now but  haha,Ahh feels good to have played guitar hero after months! I suck at it now but  haha,neutral,noon,21-30,Nepal,29136808,143350.0,203
997f56248a,"bored, nothing to do","bored, nothing to do",negative,morning,46-60,Congo (Congo-Brazzaville),5518087,342000.0,16
f55870bd77,"Watching Nemecek go on her computer, fun!  Lol I keed!  Norms was fun",s fun,positive,night,31-45,Morocco,36910560,446300.0,83
7a2be11b18,Date Like A Man So You Dont Get Played Like A ****,Date Like A Man So You Dont Get Played Like A ****,negative,morning,0-20,Sao Tome and Principe,219159,960.0,228
18e7354ffa,done with facebook. off to jamlegend,done with facebook. off to jamlegend,neutral,noon,60-70,Bhutan,771608,38100.0,20
42faadd0a6,"  - Guess POTUS will be able to do more digging & folo up on the SS nomination. He`s in a good pos 2 do that,",a good,positive,noon,60-70,Grenada,112523,340.0,331
0a866e0046,_m  yeeee  so wassup?,_m  yeeee  so wassup?,neutral,night,31-45,Cabo Verde,555987,4030.0,138
a7ed3e4509, yea just fun dive..a bit scary sometimes but fun.  u like diving?,.a bit scary sometimes but fun.,neutral,night,31-45,Thailand,69799978,510890.0,137
22a795f188,I know  I have no clean clothes either. And the washer`s in the kitchen  **** you #kitchenfire,I know  I have no clean clothes either. And the washer`s in the kitchen  **** you #kitchenfire,neutral,night,31-45,Gambia,2416668,10120.0,239
97af309513,"Gorgeous day!  Worked the Master Gardener plant sale, trimmed smoke bushes, and now to do some writing.",Gorgeous day!,positive,morning,0-20,Bosnia and Herzegovina,3280819,51000.0,64
6c86c96dbe,I`m missing one of my diamond earrings. This makes me sad.,I`m missing one of my diamond earrings. This makes me sad.,negative,noon,21-30,Paraguay,7132538,397300.0,18
bfbd1996de, I envy everyone on AOTS...,I envy,positive,morning,46-60,Haiti,11402528,27560.0,414
9ce5156f86,I want some candy!!!,I want some candy!!!,neutral,morning,46-60,Egypt,102334404,995450.0,103
431ed00e5d,_marie1 hey beautiful whats up?,hey beautiful,positive,morning,46-60,Latvia,1886198,62200.0,30
f69f246468,i never get any followfridays,i never get any followfridays,neutral,noon,21-30,Tunisia,11818619,155360.0,76
8d02834ae5, actually I`d prefer a rum or gin but don`t have have any as I`ve preferred them too much previously,actually I`d prefer a rum or gin but don`t have have any as I`ve preferred them too much previously,neutral,noon,60-70,Germany,83783942,348560.0,240
0b31c01ce9,  I kinda want to smack that darn skeleton though.,a want to smack,negative,noon,60-70,Iran,83992949,1630000.0,52
90846dcd1f,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,It`s official - Liberty Grand is my new fave reception venue... Will blog some shots Tuesday,neutral,morning,0-20,Dominica,71986,750.0,96
b5c63c219a,Feeling special @ looking4him first guy to give me flowers.,Feeling special @,positive,morning,46-60,Nauru,10824,20.0,541
302428f0e1,Checked if there`s a new comment on friendster!,Checked if there`s a new comment on friendster!,neutral,morning,46-60,Belarus,9449323,202910.0,47
83c2f15985,junk food and movies in a tshirt and sweats.... the only way tonight would be better is if I had someone to hang with,the only way tonight would be better is if I had someone to hang with,positive,noon,60-70,Albania,2877797,27400.0,105
c0f58575bf, i want to experience snow  we don`t have snow here and it sucks,t sucks,negative,noon,21-30,Sudan,43849260,1765048.0,25
6a64571f68, Twitter`s being mean w/ the pics lately! Stole mine for an entire day!,Twitter`s being mean w/ the pics lately! Stole mine for an entire day!,negative,night,70-100,Italy,60461826,294140.0,206
b59a68c7f5," also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall","also: is there a strategic IT plan that maps to the bus strategic needs, that deliver value over time? No more waterfall",neutral,morning,46-60,Micronesia,115023,700.0,164
abda692155, boffert,boffert,neutral,morning,46-60,Greece,10423054,128900.0,81
0783390c8c," At least you have a large vocabulary -- the benefit of being a writer   Hope you`re well, sister.","Hope you`re well, sister",positive,noon,60-70,Somalia,15893222,627340.0,25
e2c97d579f, what a cute dog,what a cute dog,positive,night,31-45,Ghana,31072940,227540.0,137
6b0204de62, http://twitpic.com/4wh4d - this is a very pretty picture,this is a very pretty picture,positive,night,70-100,Gambia,2416668,10120.0,239
dde1d6a57c, yup then we are a day older,yup then we are a day older,neutral,morning,46-60,Ethiopia,114963588,1000000.0,115
bca8d910a3, ouch,ouch,neutral,noon,21-30,Grenada,112523,340.0,331
44d6fb791a,  Chroma Key coolness ... When are the cumulus seminars going online couldn`t see the live feed here,Chroma Key coolness ... When are the cumulus seminars going online couldn`t see the live feed here,neutral,night,70-100,Sierra Leone,7976983,72180.0,111
e9b733e4d3, let me know how it goes I`m praying. Ummmph. I still can`t believe it.,I still can`t believe it.,positive,noon,21-30,Switzerland,8654622,39500.0,219
863097735d,gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,gosh today sucks!,negative,noon,60-70,Paraguay,7132538,397300.0,18
0800d63aba," Thanks for the feedback. Surreal life, surreal oils",Thanks for the feedback.,positive,night,70-100,Laos,7275560,230800.0,32
1ebe18b828,A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job,A long and stressful day coming up tomorrow.,negative,morning,46-60,Guinea,13132795,246000.0,53
f107dc44fe, Great to meet you! Thanks for the use of your umbrella...I hope you ate and got some sleep!,Great,positive,morning,46-60,Jamaica,2961167,10830.0,273
1f0b54b51e,Going crazy  super head ach from hell and my the in laws have ben here since 9 this morning. ahhhh,head ach,negative,night,31-45,Niger,24206644,1266700.0,19
0195ac1050,Hope my roommates having a good morning without TP and soap!,Hope,positive,night,31-45,Bahamas,393244,10010.0,39
128c1c3504,I wanna longboard but it`s raining ughhhhhh,ughhhhhh,negative,night,31-45,Honduras,9904607,111890.0,89
5370c9a541, haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,It does have a nice ring to it (:,positive,morning,0-20,Serbia,8737371,87460.0,100
3301f3ea67, i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend! x,i missed the sun as was too busy gettin hot and bothered in the shops  will have to make up for it at the weekend!,neutral,night,31-45,Croatia,4105267,55960.0,73
13bea3b5b1,Perfect way to end a totally boring day? Sleep. Goodnight,Perfect way to end a totally boring day? Sleep. Goodnight,neutral,morning,0-20,Indonesia,273523615,1811570.0,151
233f20862e,"i love this girl  ,she rocks!","i love this girl  ,she rocks!",positive,morning,46-60,Tajikistan,9537645,139960.0,68
4172df9457, i am! lol its just i got used 2 talkin 2 ya..!,i am! lol its just i got used 2 talkin 2 ya..!,neutral,morning,0-20,Nauru,10824,20.0,541
cb34d9a9ce,@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,please.,positive,night,70-100,Brazil,212559417,8358140.0,25
b5b51f8ca5,I think my wireless router is dieing,dieing,negative,night,70-100,Tonga,105695,720.0,147
650bd3dc03,Just gave my mommy her Mother`s Day present...a purple ipod  http://twitpic.com/4wcpt,Mother`s Day present..,positive,noon,60-70,Fiji,896445,18270.0,49
9ef111ff88,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,neutral,morning,0-20,Haiti,11402528,27560.0,414
d953042861, we watched that one day in the middle of playing-- it REALLY doesn`t hold up,we watched that one day in the middle of playing-- it REALLY doesn`t hold up,negative,night,31-45,North Macedonia,2083374,25220.0,83
86263c8ddd, I even saw the news feeds of the archie website. But can`t believe he`d choose veronica. I`m disappointed,disappointed,negative,noon,21-30,Tuvalu,11792,30.0,393
11ef1f74dd," I`m 3 days late, but happy birthday  Hahahaha",happy,positive,morning,0-20,Sao Tome and Principe,219159,960.0,228
0770e56118," u go Mariah,never listen to the haters  I have been a fan for so long and am so grateful for ur music. Can`t wait 4 the album",m so grateful for ur music,positive,night,31-45,Pakistan,220892340,770880.0,287
950eeead1d,"_10k much appreciated!  yeah, it sure is a challenge and a great reward. wouldn`t trade it for anything.","appreciated!  yeah, it sure is a challenge and a great reward.",positive,morning,0-20,Malawi,19129952,94280.0,203
6eb4e78911,"'I`ll see you again yeah?' 'Its up to you' 'I guarantee you will, i dont want to wait to long not seeing you' **** fruit basket! Hahaha",Hahaha,positive,night,70-100,Portugal,10196709,91590.0,111
d60b07133a, if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,realise what tourture,negative,noon,60-70,Moldova,4033963,32850.0,123
58459103a5, may I please have a couple promo codes to your EA apps? Thanks so much!,? Thanks,positive,morning,0-20,Mongolia,3278290,1553560.0,2
0cc16f71b1,There are bugs attacking my laptop,There are bugs attacking my laptop,negative,morning,46-60,Papua New Guinea,8947024,452860.0,20
f4351f70ab, you guys ROCKED IT tonight in LA!! Love ya guys and cab wait to see another awesome show soon,! Love ya guys and cab wait to see another awesome show soon,positive,noon,60-70,Costa Rica,5094118,51060.0,100
10094a592a," I`m  yaoo, not  sonnnny","I`m  yaoo, not  sonnnn",neutral,morning,0-20,Qatar,2881053,11610.0,248
7cf5fac953,It`s teacher appreciation week - been out making deliveries to instructors this morning,It`s teacher appreciation week - been out making deliveries to instructors this morning,neutral,noon,60-70,Angola,32866272,1246700.0,26
2a708c3485,"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!",Wonderful,positive,morning,0-20,Liberia,5057681,96320.0,53
f1f97d4619,Love 'good girls go bad',Love,positive,night,31-45,Vietnam,97338579,310070.0,314
9ee413df0b,no more arrested development. i am sad.,i am sad.,negative,noon,60-70,Slovakia,5459642,48088.0,114
f849534d5c, LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum...,LMAO! I don`t fake being Paris anymore. Look at my bio ;) and by the way I can`t log onto your forum.,negative,night,70-100,United Kingdom,67886011,241930.0,281
b3d9960683, *waves back* Have a good day,Have a good day,positive,night,70-100,Chile,19116201,743532.0,26
58e308fee2,_and_Zi Thanks! I`m on my way now,Thanks!,positive,night,31-45,Vietnam,97338579,310070.0,314
1b9a62f130, mmmm lauren conrad eeeeep im going to miss the hills,miss,negative,morning,0-20,Kuwait,4270571,17820.0,240
bb2a527cb9,_truong sunbae* my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,my bad jst scratch wht i said  im talking nonsense here.. lol!!! enjoy the perfs,neutral,night,31-45,Guatemala,17915568,107160.0,167
c0da406e23, samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho,neutral,night,31-45,Gambia,2416668,10120.0,239
c7739e2dbc,just finishing studying for LSATs and watching VH1 Soul,just finishing studying for LSATs and watching VH1 Soul,neutral,night,31-45,Madagascar,27691018,581795.0,48
e2de1bcf70, I still have my lights still up   you think he can do mine too?,I still have my lights still up   you think he can do mine too?,neutral,night,31-45,Uganda,45741007,199810.0,229
580b62bbfc, I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,.I will be sicker,negative,night,70-100,Comoros,869601,1861.0,467
9dbc1e7b89,Just got my heart ripped out  i love you guys,Just got my heart ripped out  i love you guys,positive,night,31-45,Kiribati,119449,810.0,147
cc3d762b98,Subway=yum!,yum!,positive,morning,46-60,Greece,10423054,128900.0,81
2bb1def4f9, Ahh dang of course it had to do that  She better e-mail you back fast!,Ahh dang,negative,night,70-100,North Macedonia,2083374,25220.0,83
02b88062b3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,neutral,noon,21-30,Romania,19237691,230170.0,84
7ccecc0245,_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe,_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe,neutral,night,70-100,Croatia,4105267,55960.0,73
b7e7e4bb8d," awww, im so sorry hun  im sure she didn`t do it on purpose though, she seems so sweet! Maybe it was a 24 hour thing? :s","awww, im so sorry hun  im sure she didn`t do it on purpose though, she seems so sweet",negative,night,31-45,Burkina Faso,20903273,273600.0,76
09518a24aa, Hey Pinky I ordered some stuff from that site you gave me. I got it yesterday in the mail so pretty  thanks,so pretty  thanks,positive,noon,21-30,Angola,32866272,1246700.0,26
9d930e1a59, i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,neutral,night,31-45,Bahamas,393244,10010.0,39
1a3c0fd5e1,I would appreciate it if you would. I am a big Tim Kaul fan ya know,appreciate,positive,noon,21-30,Libya,6871292,1759540.0,4
e6f129e747,"Wow, it`s so early. Just had the best conversation.",best,positive,night,70-100,Comoros,869601,1861.0,467
9f46c8742e,time to play,time to play,neutral,morning,46-60,Andorra,77265,470.0,164
92c20f3df7,"Mary, Are you not receiving my texts????","Mary, Are you not receiving my texts????",neutral,morning,46-60,Serbia,8737371,87460.0,100
71e80290b3,_Foster Still not working,Still not working,negative,morning,0-20,Singapore,5850342,700.0,8358
f9aebaf2e9,i wish my drems could come true,i wish my drems could come true,positive,night,70-100,Jordan,10203134,88780.0,115
a5bedf65e8,good morninÃ¯Â¿Â½everybody  happy mothers-day to every mom,good,positive,morning,0-20,Dominica,71986,750.0,96
4340f85e58,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,Awesome,positive,noon,21-30,Moldova,4033963,32850.0,123
bfe2aef006,leaving now  dont miss me too much tweetbeaks <3,leaving now  dont miss me too much tweetbeaks <3,negative,morning,0-20,Yemen,29825964,527970.0,56
0090ec76c1,"This really hurts. And this really sucks. I don`t know what I can do to fix all this, seriously.",This really hurts. And this really sucks.,negative,night,31-45,Gambia,2416668,10120.0,239
7b6a2e33b7,how do you twitter?,how do you twitter?,neutral,noon,21-30,Grenada,112523,340.0,331
94231c141c,Chilling out....now the boys have gone  Time To Relax,Chilling out...,positive,morning,46-60,Benin,12123200,112760.0,108
da416376a5,Its funny how I want something even more... now that someone else has it and i cant anymore    hahaha NEXT!,Its funny,positive,noon,60-70,Cameroon,26545863,472710.0,56
118850b843,I lost a follower  oh well probably one of those mute ones anyway.,lost,negative,night,70-100,Iraq,40222493,434320.0,93
360b82ca82,i wish my blog was working properly - i have a great #followfriday blog post i wanted to showcase!,great,positive,night,70-100,Guyana,786552,196850.0,4
37d070ef6a,About to have lunch with _Deakin meeting with the Prof didnt go too badly,didnt go too badly,positive,noon,60-70,Kenya,53771296,569140.0,94
f0ef2e142d,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,neutral,morning,0-20,Argentina,45195774,2736690.0,17
9c5b7929af,i have become my mothers slave.,slave.,negative,morning,0-20,Brunei,437479,5270.0,83
f00bd4ea4e, aww thanx andy,thanx,positive,noon,60-70,Costa Rica,5094118,51060.0,100
71eeed35fe, hahahahah!! 04 would be the chief contributors. lol.,hahahahah!! 04 would be the chief contributors. lol.,neutral,night,31-45,Honduras,9904607,111890.0,89
c0db8835a5,Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,fun,positive,noon,21-30,Cyprus,1207359,9240.0,131
b78d02040a, i wish i could meet you once  do u think this will happen someday? :`(,i wish i could meet you once  do u think this will happen someday? :`(,negative,night,70-100,Iraq,40222493,434320.0,93
3819735b05," OMG! Taylors in London! Your near Scotland, please come visit Glasgow",OMG!,positive,noon,60-70,Fiji,896445,18270.0,49
89fbc71b73, Itsurely will dear . in posted a presentation on Swine flu yest and it got 500 downloads in just a day!!i feels great,!i feels great,positive,night,31-45,Algeria,43851044,2381740.0,18
a39a139223,just joined Twitter...     Hiya world!,just joined Twitter...     Hiya world,neutral,night,70-100,Spain,46754778,498800.0,94
8c04e901c5, And I`m listening.,And I`m listening.,neutral,morning,0-20,Mongolia,3278290,1553560.0,2
9c5f48c7e0,"Had drums, but they where made up of other peoples sets, so, had to give them all back","Had drums, but they where made up of other peoples sets, so, had to give them all back",neutral,noon,21-30,Malta,441543,320.0,1380
95809b0b7b,Looking forward to the new week with the presentation of my book in a store in Dillingen today and some interesting sales seminars,interesting,positive,night,70-100,Finland,5540720,304000.0,18
46046a95ac,  Hello there hope your over your flu now,e hope,positive,night,70-100,Tonga,105695,720.0,147
97d0fd65e6,Four hour baseball game. At least the Crew spent much of it making the Cubbies look bad.,bad.,negative,noon,60-70,North Korea,25778816,120410.0,214
56e6bdbf61, it was fun  Ate at mas.Thanks!!  Good luck w/ ur showing tomorrow.,it was fun,negative,noon,60-70,Myanmar (formerly Burma),54409800,653290.0,83
5630c159e7, wow... that was very sexy,wow... that was very sexy,neutral,morning,46-60,Rwanda,12952218,24670.0,525
14323569cc, i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),i want to! but im not over 18 and t&c says over 18`s only  wanna make an exception for me ;),neutral,morning,46-60,Greece,10423054,128900.0,81
73c39ec06b,Really wish I could have gone to  this weekend,wish,positive,noon,21-30,Malta,441543,320.0,1380
322b61740c,"90 degrees, gross skies, and thunderstorms...perfect match for my mood  lol",perfect ma,positive,noon,21-30,Seychelles,98347,460.0,214
d31ef9886b," oh, joy. We have the Elmo potty video too.","oh, joy. We have the Elmo potty video too.",positive,noon,21-30,Holy See,801,0.0,2003
2c1fa225e0,"Yay, a live demo of Rhodes. Loving this more and more  #euruko",Loving this more and more,positive,noon,60-70,Germany,83783942,348560.0,240
c2b525f0a2,I can safely say I won`t be a euro winner this week!!,can safely say I won`t be a euro winner this week!!,neutral,noon,21-30,Saint Kitts and Nevis,53199,260.0,205
c3e985f478,hm seems to have been because my blog was marked as a phishing site,my blog was marked as a phishing site,negative,night,31-45,Peru,32971854,1280000.0,26
1843fd7f75,I really need to invest in an elliptical machine... Running with shin splints sucks!!,splints sucks!!,negative,night,70-100,Gambia,2416668,10120.0,239
df471c767c, Thats nice. My cousin just left my house. He has daughter`s their all daddy`s girls. So sweet,Thats nice.,positive,noon,21-30,Japan,126476461,364555.0,347
af9793fab2, nah they were mine   had ones without fingers,nah they were mine   had ones without finger,neutral,morning,46-60,Ethiopia,114963588,1000000.0,115
6ffbd7296a, Enjoy - we know you will,Enjoy,positive,night,31-45,Czechia (Czech Republic),10708981,77240.0,139
866788e7e4, for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?,lack,negative,noon,21-30,Bhutan,771608,38100.0,20
be5c162ed7,It`s too hot. I hate summer  #harrymcflytosing,hate,negative,morning,46-60,Malawi,19129952,94280.0,203
9c4c75d53b," http://twitpic.com/449yj - If I say 'Mystery Science Theatre 3000', does that mean anything to you?","- If I say 'Mystery Science Theatre 3000', does that mean anything to you?",neutral,morning,0-20,Bahrain,1701575,760.0,2239
f0c1601d8b,  has tickets.......?,has tickets.......?,neutral,morning,46-60,Micronesia,115023,700.0,164
9e2efa4896,"  hey!, which song was that? I would like to listen to it",d like to,positive,morning,0-20,Andorra,77265,470.0,164
7fea401ddd, the 14-24 is definitely going... sold the 70-200 and 200F2 is  too HEAVY  Think I`ll get away with the 50/85? #Twedding,the 14-24 is definitely going... sold the 70-200 and 200F2 is  too HEAVY  Think I`ll get away with the 50/85? #Tweddin,neutral,night,31-45,Sierra Leone,7976983,72180.0,111
52ed8fbe83,  Happy Mother`s Day to both of yall.  from me and my boys...,Happy,positive,morning,0-20,Cambodia,16718965,176520.0,95
a7771f84b0,Just got up from a nap.. Relaxing for the night,Relaxing,positive,noon,21-30,Tanzania,59734218,885800.0,67
b448bff0e8," awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom`s day present ever!",best mom`s day present ever!,positive,noon,21-30,Estonia,1326535,42390.0,31
81215c9453, I was thinking that too this morning. Don`t worry it soon passes,Don`t worry,positive,noon,21-30,Tanzania,59734218,885800.0,67
6b9ea67c11,I`m one tough momma. Put together a swing set for Tammy allll by myself today!  My hubby would be so proud of me. :],be so proud of,positive,night,70-100,"Eswatini (fmr. ""Swaziland"")",1160164,17200.0,67
8658e3fed2,"_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks","_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks",neutral,night,31-45,Mexico,128932753,1943950.0,66
b3f6b2cac4," I`m glad for you  I`m fine, thanks. Just another night full of M",I`m glad for you  I`m fine,positive,night,70-100,Mexico,128932753,1943950.0,66
b9128c675a,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,neutral,noon,60-70,Malta,441543,320.0,1380
725d9342bd,F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,boring,negative,night,70-100,Ghana,31072940,227540.0,137
52618f5c42, I see,I see,neutral,night,31-45,Kiribati,119449,810.0,147
5e713475b1,argggggg car crash tv its just sooooooooo horrible to see her like that  #bgt,horrible,negative,night,70-100,Ghana,31072940,227540.0,137
a1aa48d71a,"Only 8 oral left!  then I have to learn them all but oh welllll, at least I don`t have to write them","Only 8 oral left!  then I have to learn them all but oh welllll, at least I don`t have to write them",neutral,morning,0-20,Papua New Guinea,8947024,452860.0,20
aa7f0f2994,"Is in the badbooks again, don`t know why I bother",bother,negative,night,70-100,Burkina Faso,20903273,273600.0,76
0a0a3310ca,And I just saw something real sad on my lunch... A dog with two broken back legs.,sad,negative,morning,0-20,Democratic Republic of the Congo,89561403,2267050.0,40
4e2a81ece4, I don`t watch - just wish - TV`s been off for months- I love it  Guess I won`t win though LOL,I love it  Guess I won`t win though LOL,positive,night,31-45,Canada,37742154,9093510.0,4
d9e8233cc9,_pearlman  mow love mow,love,positive,night,31-45,Uzbekistan,33469203,425400.0,79
378f2ee0a2,"I had a realization today, and it made me sad  But at least the healing can begin.",it made me sad,negative,morning,0-20,Trinidad and Tobago,1399488,5130.0,273
b7a43d05e2,would rather be with the bride doing last minute wedding stuff instead of being stuck behind a desk until 5.  Someday...,stuck,negative,morning,46-60,Andorra,77265,470.0,164
a76e18171b,  hubz company was organising ...i had to be there!,hubz company was organising ...i had to be there!,neutral,night,31-45,Ghana,31072940,227540.0,137
80f1f32286, that`s SO YOU!,that`s SO YOU!,neutral,morning,46-60,Kuwait,4270571,17820.0,240
21dc26e9a8," I have heard that about a lot of programs like that, we go to a large chain of learning centers, sorry for you!",", sorry",negative,morning,46-60,Yemen,29825964,527970.0,56
4144be9cd2, we keep getting pet days  but i heard the weekend is to be fab !!! wedding how soon again ?,e fab,positive,night,31-45,Comoros,869601,1861.0,467
4d63c513a0, Plenty of good trivia on wikihow. Just trying to help  hope u got to sleep by now.,good,positive,noon,21-30,Poland,37846611,306000.0,124
b35196167e,seriously getting hurt.... 4 days before nationals.. what a joke,seriously getting hurt...,negative,morning,46-60,Malawi,19129952,94280.0,203
